event_id,origin_time,latitude,longitude,depth_km,magnitude,magnitude_type,x_m,y_m,z_m
3167280,2011/06/25 02:54:21.22,38.77938,-122.7186,2.013,1.92,ML,15023.231741109037,2131.257861810288,2013.0
3262530,2011/06/26 10:30:07.73,38.80712,-122.81502,2.656,1.08,ML,6939.584162896616,5877.055992655923,2656.0
3167858,2011/06/30 03:22:21.82,38.85137,-122.82101,1.788,0.27,ML,3112.3352637015814,2784.7000596216026,1788.0
3312700,2011/06/30 18:23:42.80,38.83082,-122.79321,4.913,0.9,ML,6424.435240770294,2686.111479214967,4913.0
3167962,2011/07/01 00:39:18.17,38.82215,-122.77785,1.877,0.99,ML,8044.555337115545,2421.7648042355117,1877.0
3168035,2011/07/01 18:33:57.88,38.8257,-122.79318,3.639,1.05,ML,6826.596181493135,3084.59182077564,3639.0
3262744,2011/07/02 23:35:25.58,38.8252,-122.8151,3.957,0.64,ML,5521.044433315688,4468.331194175271,3957.0
3168236,2011/07/03 10:02:06.02,38.81267,-122.81842,3.442,1.05,ML,6297.075557020706,5651.681958557484,3442.0
3168648,2011/07/07 03:46:47.58,38.83702,-122.78558,2.095,1.39,ML,6407.72149125076,1733.2986759703158,2095.0
3168651,2011/07/07 04:21:46.50,38.8222,-122.79208,4.654,0.92,ML,7167.730521090457,3290.770857738048,4654.0
3168677,2011/07/07 10:14:12.94,38.81843,-122.79118,1.396,1.21,ML,7517.7068556223385,3530.3292173874524,1396.0
3168773,2011/07/08 01:41:28.16,38.74008,-122.72905,1.803,0.99,ML,17454.9677248587,5845.069220582916,1803.0
3168813,2011/07/08 06:04:45.30,38.79138,-122.80867,3.575,0.85,ML,8559.787461962325,6718.199135607926,3575.0
3168820,2011/07/08 07:10:22.97,38.82362,-122.78862,3.944,1.19,ML,7268.951978325999,2967.4965448700377,3944.0
3169066,2011/07/10 15:10:48.93,38.79799,-122.73656,1.468,1.14,ML,12466.434019662873,1777.9121724600463,1468.0
3263019,2011/07/11 02:22:00.39,38.81425,-122.82458,3.373,0.57,ML,5795.664261793547,5906.020358079566,3373.0
3169291,2011/07/12 12:03:27.42,38.80388,-122.79893,3.305,1.41,ML,8179.926077428064,5143.369889568711,3305.0
3169594,2011/07/15 08:19:32.50,38.81528,-122.80598,1.461,1.15,ML,6856.116748263872,4684.501363650009,1461.0
3169809,2011/07/17 08:52:43.74,38.83935,-122.82985,5.061,1.28,ML,3509.8755755707066,4266.7902581114595,5061.0
3263186,2011/07/17 09:03:28.18,38.829,-122.78928,2.233,0.77,ML,6807.815963835673,2587.333711961358,2233.0
3169949,2011/07/18 21:14:42.65,38.8394,-122.827,3.213,1.52,ML,3680.7946545399946,4088.052416620731,3213.0
3170155,2011/07/21 00:53:47.48,38.82288,-122.7925,4.045,1.41,ML,7088.798741799682,3263.367466726343,4045.0
3170381,2011/07/23 09:42:13.38,38.8156,-122.74972,2.252,1.13,ML,10282.271856458545,1208.3061753123393,2252.0
3170520,2011/07/25 02:32:15.45,38.80325,-122.81695,3.558,1.3,ML,7123.777666107586,6298.034708670231,3558.0
3170563,2011/07/25 12:16:31.96,38.8417,-122.82632,2.981,0.95,ML,3542.6765737047826,3866.5074214296765,2981.0
3170599,2011/07/25 16:54:18.59,38.84007,-122.82874,2.847,0.43,ML,3521.6715699212377,4142.40408344085,2847.0
3170658,2011/07/26 07:37:03.35,38.8359,-122.79356,2.896,0.84,ML,6005.771942855381,2310.3885048650736,2896.0
3170754,2011/07/27 05:08:52.67,38.81728,-122.81423,3.055,1.05,ML,6193.659112941825,5034.208498081099,3055.0
3170837,2011/07/28 00:42:08.53,38.80718,-122.79258,0.273,1.28,ML,8311.436992249046,4495.820648275985,273.0
3263476,2011/07/28 16:14:46.13,38.82598,-122.80428,2.616,0.96,ML,6123.7928013229875,3743.610130820388,2616.0
3170986,2011/07/29 05:57:26.23,38.79395,-122.80045,3.815,1.83,ML,8863.087350435328,6013.014853488214,3815.0
3171182,2011/07/30 19:47:27.41,38.8061,-122.79345,1.444,1.2,ML,8342.510939629783,4633.631971377032,1444.0
3171490,2011/08/02 17:00:46.54,38.7743,-122.75172,0.837,0.96,ML,13388.734139407028,4560.141735778215,837.0
3171687,2011/08/04 13:26:20.96,38.82038,-122.79405,4.533,1.37,ML,7189.185659819602,3553.918674820673,4533.0
3171872,2011/08/06 04:58:03.79,38.79358,-122.78165,0.636,1.84,ML,10045.27117609426,4888.689870494829,636.0
3171876,2011/08/06 05:08:27.35,38.81732,-122.78732,4.147,1.44,ML,7841.280332422893,3380.332268581324,4147.0
3171896,2011/08/06 10:20:55.15,38.81208,-122.81519,3.446,1.24,ML,6541.345177496345,5499.673735844176,3446.0
3171902,2011/08/06 11:04:59.14,38.82055,-122.8005,3.785,1.09,ML,6780.229353536969,3936.2911885279646,3785.0
3171955,2011/08/06 19:28:06.18,38.84272,-122.82743,2.854,1.51,ML,3394.834111466201,3854.8471282139803,2854.0
3172231,2011/08/09 16:52:01.66,38.84941,-122.82868,2.268,0.72,ML,2795.0797495011893,3408.451064696465,2268.0
3263922,2011/08/11 15:07:18.60,38.8434,-122.7892,5.098,0.98,ML,5686.821626176464,1456.5244432001268,5098.0
3172863,2011/08/15 01:48:01.31,38.82475,-122.79446,3.777,1.49,ML,6822.354976649766,3237.3895135419366,3777.0
3172975,2011/08/15 20:33:55.01,38.80885,-122.78815,2.788,0.9,ML,8452.614562976158,4093.496409304759,2788.0
3173042,2011/08/16 06:04:11.39,38.84095,-122.82809,2.702,0.77,ML,3492.7396173208595,4033.7258156485414,2702.0
3264121,2011/08/17 12:48:26.70,38.814,-122.7935,0.127,0.31,ML,7721.761534400573,4019.0168980841863,127.0
3173241,2011/08/17 20:49:50.23,38.83482,-122.80167,1.653,0.89,ML,5592.720257932011,2892.3254602702264,1653.0
3173365,2011/08/19 05:07:57.67,38.83885,-122.80258,1.27,0.87,ML,5221.801707648398,2633.0517512570623,1270.0
3173420,2011/08/19 16:48:01.42,38.81838,-122.77451,2.179,1.29,ML,8544.209370931885,2511.6454646004577,2179.0
3264357,2011/08/25 20:38:19.73,38.80615,-122.81527,3.402,0.74,ML,7000.090329518077,5968.233818966185,3402.0
3174376,2011/08/29 09:57:01.41,38.84122,-122.82864,3.288,1.16,ML,3437.890132852781,4046.353982496175,3288.0
3175187,2011/09/06 14:38:58.52,38.83137,-122.76279,1.243,1.18,ML,8247.495822409179,777.0445098313479,1243.0
3175531,2011/09/09 16:39:51.52,38.82533,-122.8556,2.404,1.58,ML,3026.475607185434,6942.5712377477785,2404.0
3175537,2011/09/09 18:46:43.58,38.8477,-122.8262,2.329,1.52,ML,3080.912020692445,3390.020471766922,2329.0
3313357,2011/09/12 15:41:31.95,38.80853,-122.735,2.589,0.9,ML,11738.032028044561,858.119024379353,2589.0
3175925,2011/09/13 03:30:21.68,38.80482,-122.80363,3.878,1.08,ML,7818.116108636984,5358.187122940709,3878.0
3176003,2011/09/13 21:58:42.21,38.84118,-122.80103,2.499,1.78,ML,5134.706685917021,2355.792439449532,2499.0
3176317,2011/09/16 12:09:27.51,38.83928,-122.80472,2.604,1.42,ML,5056.906325331423,2730.705775882092,2604.0
3176429,2011/09/17 10:49:30.76,38.82342,-122.85385,2.993,0.51,ML,3283.1647802748166,6984.558793010316,2993.0
3265107,2011/09/17 20:22:02.50,38.82925,-122.78965,3.218,0.46,ML,6765.572029360241,2590.483833825143,3218.0
3265193,2011/09/19 16:21:06.79,38.79427,-122.80936,3.827,0.55,ML,8291.498334696993,6534.563789084662,3827.0
3176919,2011/09/21 01:40:59.48,38.8327,-122.7584,1.746,1.01,ML,8412.803452936561,403.7577962105341,1746.0
3176926,2011/09/21 02:56:15.30,38.79675,-122.78882,0.316,0.51,ML,9357.584804189308,5080.666698485784,316.0
3265255,2011/09/21 08:03:50.52,38.82743,-122.78965,1.395,0.79,ML,6907.873507266127,2732.7853117310283,1395.0
3176997,2011/09/21 14:51:30.39,38.83655,-122.7993,3.537,0.75,ML,5602.839333224504,2611.6772017061116,3537.0
3177096,2011/09/22 10:34:25.17,38.79597,-122.80525,3.949,1.64,ML,8410.7004144658,6149.523783557985,3949.0
3313506,2011/09/23 05:41:03.83,38.84193,-122.8488,4.857,0.61,ML,2145.6956002626607,5227.52208727006,4857.0
3177237,2011/09/23 13:27:19.98,38.82745,-122.85692,2.688,0.46,ML,2779.7446601322317,6857.786653856124,2688.0
3313514,2011/09/24 01:49:39.42,38.80818,-122.82294,3.759,0.52,ML,6370.866190678095,6280.016199401458,3759.0
3177326,2011/09/24 09:55:50.32,38.83215,-122.8068,2.726,0.67,ML,5486.789988863175,3415.7776480297675,2726.0
3177416,2011/09/25 10:05:45.79,38.83455,-122.80078,2.035,1.27,ML,5668.426470989487,2858.840564833197,2035.0000000000002
3177533,2011/09/26 13:01:20.53,38.79562,-122.74924,5.013,1.05,ML,11873.90540171452,2741.050133964907,5013.0
3177735,2011/09/28 13:40:55.89,38.84528,-122.82675,2.646,1.42,ML,3236.3872480732443,3612.9733504651795,2646.0
3177871,2011/09/30 00:12:21.83,38.84505,-122.83013,2.587,0.58,ML,3047.0299823739033,3838.29692376737,2587.0
