event_id,origin_time,latitude,longitude,depth_km,magnitude,magnitude_type,x_m,y_m,z_m
3312522,2011/06/15 04:49:15.05,38.80318,-122.79514,4.416,0.52,ML,8467.148595530576,4965.61004677859,4416.0
3166128,2011/06/15 04:49:21.38,38.83157,-122.79021,0.98,0.56,ML,6549.824479990551,2443.4408021608797,980.0
3166129,2011/06/15 05:00:37.05,38.83755,-122.78647,1.478,0.75,ML,6311.686495635537,1746.4547888496002,1478.0
3166130,2011/06/15 05:34:21.97,38.83575,-122.772,1.174,0.89,ML,7340.0620524512515,999.554682836858,1174.0
3262194,2011/06/15 05:35:32.63,38.8378,-122.78975,3.131,0.01,ML,6090.933501766185,1928.1139701073052,3131.0
3166132,2011/06/15 06:04:53.58,38.82527,-122.79105,3.885,1.07,ML,6990.878130616441,2987.5512293431684,3885.0
3166133,2011/06/15 06:25:19.21,38.8397,-122.82725,2.964,1.11,ML,3642.002537127622,4079.9319588989056,2964.0
3166134,2011/06/15 06:35:35.16,38.79745,-122.77583,4.418,1.08,ML,10099.703185267717,4229.085642096095,4418.0
3166135,2011/06/15 06:45:50.47,38.81553,-122.79075,2.499,0.94,ML,7770.828596101209,3730.695703201025,2499.0
3166136,2011/06/15 07:06:40.82,38.81878,-122.82716,0.491,0.79,ML,5283.208555535557,5710.096179818593,491.0
3166137,2011/06/15 08:22:53.98,38.81127,-122.81532,3.885,1.01,ML,6596.702522407821,5570.980343794038,3885.0
3166138,2011/06/15 08:27:34.30,38.8192,-122.8008,3.885,0.85,ML,6867.379651774072,4060.247478391979,3885.0
3166139,2011/06/15 08:33:58.59,38.83102,-122.805,0.441,0.93,ML,5685.559980246392,3393.7116896497737,441.0
3166140,2011/06/15 08:36:06.33,38.85,-122.80092,2.01,0.68,ML,4451.839596582072,1659.429819852139,2009.9999999999998
3166141,2011/06/15 08:52:19.21,38.79963,-122.80016,4.021,1.17,ML,8436.771201788752,5551.119579602697,4021.0
3166142,2011/06/15 09:14:03.33,38.82345,-122.79749,3.708,0.7,ML,6738.128631721349,3524.903684050031,3708.0
3166144,2011/06/15 10:23:18.91,38.74949,-122.70243,1.87,1.44,ML,18352.181333380886,3476.3645053649466,1870.0
3166146,2011/06/15 10:39:13.73,38.82387,-122.79517,2.127,0.63,ML,6847.606330087104,3349.7483804972862,2127.0
3262200,2011/06/15 10:42:09.98,38.7357,-122.69971,2.921,1.1,ML,19597.242513916677,4387.71802847736,2921.0
3166147,2011/06/15 10:44:49.61,38.74118,-122.70525,1.929,0.91,ML,18828.932338334565,4299.09183161647,1929.0
3166148,2011/06/15 10:47:38.89,38.75368,-122.72135,2.635,1.32,ML,16863.959581045383,4309.373958332175,2635.0
3166149,2011/06/15 10:51:04.59,38.82545,-122.81252,3.336,0.7,ML,5659.7632910080565,4290.518523872366,3336.0
3166150,2011/06/15 10:57:10.19,38.82188,-122.79375,0.96,0.82,ML,7090.307217798671,3418.234241172831,960.0
3166151,2011/06/15 10:57:34.41,38.82567,-122.79705,0.05,0.87,ML,6591.543164253002,3324.336095528416,50.0
3166152,2011/06/15 11:06:26.77,38.80995,-122.77602,0.927,1.21,ML,9110.702639298745,3263.395557491589,927.0
3166153,2011/06/15 11:11:36.41,38.81023,-122.77693,1.069,1.5,ML,9032.987683602249,3297.3254430637967,1069.0
3262201,2011/06/15 11:13:41.11,38.75747,-122.73333,1.649,1.03,ML,15832.73551529018,4747.9358248984045,1649.0
3262202,2011/06/15 11:14:28.22,38.80785,-122.77641,1.393,0.63,ML,9250.972757709196,3451.5134650171985,1393.0
3166154,2011/06/15 11:14:35.02,38.80958,-122.77769,1.071,1.12,ML,9037.188717268236,3394.7683221876478,1071.0
3166155,2011/06/15 11:24:04.83,38.83697,-122.79563,1.519,0.48,ML,5795.130512752117,2353.7084169915083,1519.0
3166156,2011/06/15 11:30:32.75,38.81623,-122.78025,0.422,1.35,ML,8360.202111926104,3031.859512064849,422.0
3166157,2011/06/15 11:31:05.91,38.8103,-122.79107,3.9,1.89,ML,8160.120013816012,4159.246845318682,3900.0
3166158,2011/06/15 11:36:57.07,38.82797,-122.7981,1.056,0.46,ML,6347.301140892022,3208.91504286424,1056.0
3166159,2011/06/15 11:51:39.88,38.81313,-122.82629,2.981,0.98,ML,5778.337325904883,6098.487574467609,2981.0
3166160,2011/06/15 12:38:06.57,38.76968,-122.70705,2.354,1.28,ML,16490.167044599617,2181.1624876447345,2354.0
3262203,2011/06/15 12:44:09.04,38.81153,-122.8174,3.3,0.59,ML,6448.779635541241,5678.245665545127,3300.0
3166161,2011/06/15 13:23:44.69,38.80625,-122.79155,1.853,0.97,ML,8447.335102667097,4505.351520773173,1853.0
3166162,2011/06/15 13:24:17.00,38.79478,-122.75242,1.07,1.08,ML,11744.51125127609,3001.799494777316,1070.0
3262204,2011/06/15 13:29:29.08,38.82607,-122.8261,1.949,0.35,ML,4778.244686202483,5075.084473400744,1949.0
3166163,2011/06/15 13:47:24.08,38.81942,-122.80309,3.919,1.29,ML,6709.702172846959,4183.522402221198,3919.0
3166164,2011/06/15 14:09:52.86,38.82625,-122.80683,3.669,1.17,ML,5946.256678096212,3878.924936426717,3669.0
3166165,2011/06/15 14:22:42.49,38.83387,-122.77167,1.984,0.97,ML,7507.298083265746,1126.3041228605296,1984.0
3166167,2011/06/15 14:27:46.54,38.81483,-122.79295,3.916,1.8,ML,7690.604631123362,3920.382343491262,3916.0
3166168,2011/06/15 14:40:14.81,38.83212,-122.76775,0.978,0.52,ML,7884.59223937091,1022.666655034675,978.0
3166169,2011/06/15 14:49:05.24,38.84217,-122.7955,1.962,0.5,ML,5396.529493111957,1939.1581343129612,1962.0
3166170,2011/06/15 14:53:53.51,38.80892,-122.75748,5.004,1.31,ML,10328.541034566135,2206.623670183432,5004.0
3166171,2011/06/15 15:16:03.76,38.8117,-122.78773,3.831,1.1,ML,8255.544025230192,3844.8974832797235,3831.0
3166172,2011/06/15 15:26:58.11,38.85527,-122.85118,1.592,0.72,ML,956.6755796666424,4330.496266918622,1592.0
3166175,2011/06/15 15:52:10.38,38.81448,-122.741,3.111,1.45,ML,10904.755741693392,760.9625705768713,3111.0
3312524,2011/06/15 15:56:57.96,38.82628,-122.80132,3.268,0.55,ML,6281.912739118546,3538.5776178917417,3268.0
3166176,2011/06/15 16:50:23.68,38.79613,-122.7662,1.074,0.99,ML,10793.647016182338,3741.5571417699507,1074.0
3262205,2011/06/15 17:16:59.87,38.79593,-122.79017,0.441,0.34,ML,9338.885175710595,5227.594032330787,441.0
3166177,2011/06/15 17:28:45.13,38.79622,-122.79152,0.716,0.67,ML,9233.397283234115,5287.733102178024,716.0
3166178,2011/06/15 17:29:56.19,38.7967,-122.78872,0.291,0.93,ML,9367.628517388692,5078.441747808951,291.0
3262206,2011/06/15 17:41:07.96,38.80903,-122.80138,1.84,0.82,ML,7626.968675051543,4890.994752149076,1840.0
3166179,2011/06/15 17:49:37.11,38.84098,-122.80072,2.358,1.49,ML,5169.360639969009,2352.4135354866385,2358.0
3166180,2011/06/15 17:49:49.91,38.79762,-122.77467,4.259,1.57,ML,10157.569539459117,4144.635495328243,4259.0
3166181,2011/06/15 17:49:56.09,38.81382,-122.78944,3.851,1.57,ML,7984.889183619409,3784.036793945648,3851.0
3166182,2011/06/15 17:50:25.86,38.79657,-122.77468,3.895,1.19,ML,10239.053112749145,4227.345935006243,3895.0
3262207,2011/06/15 17:57:12.81,38.80297,-122.81592,3.7,0.84,ML,7208.853820130161,6256.743624771944,3700.0
3312525,2011/06/15 18:16:31.59,38.81093,-122.7876,4.512,0.98,ML,8323.723128171254,3897.1273231824002,4512.0
3166183,2011/06/15 18:23:37.89,38.81717,-122.80117,1.76,0.87,ML,7003.403502806501,4241.66538576537,1760.0
3166184,2011/06/15 18:28:11.75,38.83985,-122.80307,2.031,1.02,ML,5113.555855929971,2584.922352530012,2031.0000000000002
3166185,2011/06/15 18:31:05.01,38.82678,-122.85622,2.412,0.97,ML,2875.070692597442,6867.232039189551,2412.0
3166186,2011/06/15 18:48:21.81,38.835,-122.79007,1.94,0.64,ML,6290.228990188984,2166.6691829329566,1940.0
3166187,2011/06/15 19:04:09.40,38.83348,-122.79095,3.159,1.02,ML,6355.092059474502,2339.4964943250106,3159.0
3166188,2011/06/15 19:28:16.34,38.78613,-122.7703,4.727,0.99,ML,11324.015658956765,4774.941003453637,4727.0
3166189,2011/06/15 19:29:05.38,38.81363,-122.81628,2.869,1.01,ML,6353.290140277211,5445.347134871986,2869.0
3262208,2011/06/15 19:36:59.64,38.81815,-122.804,3.587,0.45,ML,6753.178036244696,4338.6431068893835,3587.0
3166190,2011/06/15 19:53:34.30,38.8133,-122.78764,4.729,0.49,ML,8135.9647236179335,3714.276384179217,4729.0
3166191,2011/06/15 19:54:57.13,38.82118,-122.79512,3.68,0.47,ML,7060.99820790591,3557.0059263779826,3680.0
3166192,2011/06/15 20:36:12.12,38.8254,-122.79193,1.054,1.58,ML,6926.731618284301,3031.3689591175635,1054.0
3166193,2011/06/15 20:55:41.54,38.77568,-122.75436,0.123,1.24,ML,13118.88885343836,4614.1891761309,123.0
3166194,2011/06/15 21:02:01.80,38.84317,-122.82558,3.368,0.81,ML,3473.1348209673615,3706.177556012077,3368.0
3166195,2011/06/15 21:12:41.06,38.8136,-122.82345,3.339,1.06,ML,5915.804169087007,5887.524363575943,3339.0
3166196,2011/06/15 21:15:52.02,38.82468,-122.7894,1.46,1.66,ML,7138.225306473476,2932.4654512495763,1460.0
3166197,2011/06/15 21:19:24.50,38.82437,-122.78973,4.178,1.96,ML,7142.2201748970865,2976.9469104640093,4178.0
3166198,2011/06/15 21:20:57.08,38.83152,-122.79943,3.576,0.88,ML,5988.148456576993,3012.935588096988,3576.0
3262209,2011/06/15 21:37:18.19,38.80523,-122.81285,4.622,0.89,ML,7220.473777620578,5891.715601273969,4622.0
3166199,2011/06/15 21:38:45.90,38.79203,-122.80682,4.019,0.88,ML,8622.45064641894,6553.892038361475,4019.0
3166200,2011/06/15 22:32:44.99,38.81848,-122.81712,3.03,1.55,ML,5922.5517696680345,5117.6655408192055,3030.0
3166201,2011/06/15 22:35:47.64,38.81345,-122.7911,3.649,1.22,ML,7911.988694782329,3914.7961254471657,3649.0
3166202,2011/06/15 22:50:45.33,38.82253,-122.8228,3.293,0.66,ML,5257.4618334423285,5149.435712739335,3293.0
3166203,2011/06/15 22:52:27.57,38.83287,-122.78909,3.49,0.78,ML,6516.885084905268,2273.0923716664856,3490.0
3166204,2011/06/15 22:53:21.51,38.83735,-122.79987,2.654,0.8,ML,5505.323541000486,2584.0927935737473,2654.0
3166205,2011/06/15 23:07:23.14,38.83942,-122.79805,2.784,0.95,ML,5455.119998058909,2310.599568093018,2784.0
3166206,2011/06/15 23:29:58.66,38.80088,-122.74097,0.409,0.53,ML,11969.947744306506,1822.4739740278164,409.0
3166207,2011/06/15 23:47:37.02,38.81077,-122.81042,3.698,1.18,ML,6936.378599977226,5309.491891447927,3698.0
3262211,2011/06/15 23:47:47.57,38.83543,-122.80912,2.714,0.61,ML,5088.018077172451,3301.6387382575444,2714.0
3166208,2011/06/15 23:56:01.62,38.82075,-122.7881,0.534,0.56,ML,7525.248988792672,3159.9965031831653,534.0
3262212,2011/06/16 00:05:31.59,38.82927,-122.79553,2.618,0.55,ML,6403.309558906706,2949.6187992698788,2618.0
3166209,2011/06/16 00:06:16.48,38.83145,-122.80452,1.6,0.58,ML,5681.38409470355,3330.6462175017823,1600.0
3166210,2011/06/16 00:14:18.58,38.83958,-122.79768,2.642,1.43,ML,5465.3070061936405,2275.392519886788,2642.0
3166211,2011/06/16 00:16:46.98,38.8261,-122.79512,2.976,0.76,ML,6676.315091809256,3172.3228102813287,2976.0
3166212,2011/06/16 00:41:16.10,38.81242,-122.82912,2.469,1.58,ML,5660.248945970091,6327.602382218635,2469.0
3166214,2011/06/16 00:54:44.87,38.7862,-122.77139,4.649,1.04,ML,11251.678307068492,4836.3320878105615,4649.0
3166215,2011/06/16 00:55:59.04,38.79375,-122.77965,4.54,0.75,ML,10154.665918563858,4752.711335448778,4540.0
3262213,2011/06/16 01:10:45.71,38.83533,-122.80247,1.549,0.1,ML,5503.769913565312,2901.5244269097875,1549.0
3166216,2011/06/16 01:23:00.07,38.84742,-122.82623,1.689,0.25,ML,3100.964256174061,3413.7533064107074,1689.0
3166217,2011/06/16 01:27:49.17,38.83187,-122.80797,2.232,1.01,ML,5436.910840251709,3509.4418667655223,2232.0
3166218,2011/06/16 01:29:22.54,38.80158,-122.81361,2.932,1.61,ML,7459.237686956211,6223.72135606572,2932.0
3166219,2011/06/16 01:29:33.15,38.79984,-122.81337,3.429,1.75,ML,7610.006551494359,6345.045427303038,3429.0
3166220,2011/06/16 01:31:14.45,38.81968,-122.80138,3.532,0.34,ML,6794.270466427567,4058.296543525099,3532.0
3166221,2011/06/16 01:37:36.63,38.82203,-122.80733,3.5,1.06,ML,6245.536796848424,4239.548374556534,3500.0
3262214,2011/06/16 01:49:43.79,38.8326,-122.79182,2.57,0.47,ML,6370.52848181069,2461.6702923815083,2570.0
3166222,2011/06/16 01:51:14.44,38.81778,-122.81412,3.628,0.96,ML,6161.313065461401,4988.366920338229,3628.0
3166223,2011/06/16 02:01:36.48,38.79633,-122.72472,2.649,0.98,ML,13322.53037898055,1181.3987288826447,2649.0
3166224,2011/06/16 02:04:03.43,38.81192,-122.79498,0.403,0.36,ML,7793.603682183152,4272.435271228868,403.0
3166225,2011/06/16 02:07:48.29,38.8351,-122.7751,2.182,0.83,ML,7200.719718771761,1240.540929306186,2182.0
3166226,2011/06/16 02:15:11.44,38.83472,-122.79923,2.906,0.53,ML,5750.216719739892,2750.4665235074494,2906.0
3166227,2011/06/16 02:32:51.97,38.81277,-122.82615,2.756,1.53,ML,5815.072935698358,6118.0470548347275,2756.0
3312526,2011/06/16 02:46:36.59,38.82715,-122.83352,5.118,0.32,ML,4238.634621169237,5445.809267952206,5118.0
3166229,2011/06/16 02:52:20.67,38.80825,-122.81184,4.173,1.0,ML,7046.303902019868,5593.632220528335,4173.0
3166230,2011/06/16 03:04:57.11,38.81067,-122.79758,3.939,1.54,ML,7731.845583326108,4529.662433143038,3939.0
3262215,2011/06/16 03:14:16.06,38.82985,-122.79055,4.038,0.5,ML,6663.450466785359,2598.780246132738,4038.0000000000005
3166231,2011/06/16 03:24:39.90,38.8255,-122.8022,3.194,1.83,ML,6288.916965739069,3653.546086618802,3194.0
3166233,2011/06/16 03:37:55.64,38.80728,-122.74516,0.674,1.02,ML,11212.518434681984,1579.1016807990559,674.0
3166234,2011/06/16 04:13:10.94,38.8189,-122.82098,3.407,0.67,ML,5652.927754271199,5321.611951029052,3407.0
3262217,2011/06/16 04:27:05.36,38.82418,-122.80347,2.561,0.18,ML,6314.218615421588,3834.659767524759,2561.0
3262218,2011/06/16 04:31:51.23,38.81588,-122.80862,3.807,0.35,ML,6647.257809969552,4799.5351516770415,3807.0
3166235,2011/06/16 04:44:27.67,38.82863,-122.78135,1.263,0.62,ML,7323.197907844461,2129.8106106181185,1263.0
3166236,2011/06/16 04:58:04.50,38.82155,-122.79597,3.634,1.04,ML,6979.926965100951,3580.2183265173926,3634.0
3262219,2011/06/16 05:03:32.38,38.84115,-122.83334,2.661,0.28,ML,3155.049665536044,4340.14071734426,2661.0
3166237,2011/06/16 05:16:45.26,38.7932,-122.73859,0.47,0.96,ML,12716.425806140876,2276.957835617607,470.0
3166238,2011/06/16 05:19:40.63,38.83233,-122.79324,3.481,0.56,ML,6304.531627102902,2569.8884647097425,3481.0
3262220,2011/06/16 05:22:26.69,38.82527,-122.8061,3.415,0.37,ML,6067.661173961528,3910.7681859980808,3415.0
3166239,2011/06/16 05:32:11.58,38.82365,-122.80135,3.585,1.32,ML,6485.70589387346,3746.051371808824,3585.0
3166240,2011/06/16 05:43:15.58,38.81975,-122.81036,3.114,1.28,ML,6237.934324637476,4603.686417783839,3114.0
3166241,2011/06/16 05:52:59.27,38.82392,-122.79978,3.169,0.7,ML,6560.904246488411,3628.6317015734257,3169.0
3166242,2011/06/16 05:54:36.08,38.81135,-122.82439,3.033,1.41,ML,6034.063605622557,6121.1092405441095,3033.0
3262221,2011/06/16 05:56:40.14,38.84495,-122.83535,0.316,0.06,ML,2734.63661773727,4166.3278134491065,316.0
3166243,2011/06/16 06:00:26.48,38.82273,-122.79877,3.974,1.19,ML,6715.904273076239,3659.71822301633,3974.0
3262222,2011/06/16 06:06:28.26,38.80515,-122.77589,5.229,0.84,ML,9493.977871888199,3630.7215270426545,5229.0
3166244,2011/06/16 06:15:38.15,38.83938,-122.79726,2.987,0.53,ML,5506.708725377724,2265.2658507918004,2987.0
3166245,2011/06/16 06:23:24.86,38.82885,-122.7601,1.18,0.97,ML,8609.542167100433,809.0637962631417,1180.0
3166246,2011/06/16 06:38:10.70,38.83007,-122.83025,1.326,0.49,ML,4210.919409887289,5016.908747932915,1326.0
3166247,2011/06/16 06:38:27.45,38.83062,-122.82983,1.206,0.62,ML,4193.680410153901,4948.141359920456,1206.0
3166248,2011/06/16 06:46:40.38,38.8148,-122.78848,4.496,1.04,ML,7967.154897504476,3648.523334623901,4496.0
3166249,2011/06/16 06:47:41.95,38.80605,-122.81568,3.666,1.97,ML,6982.758331095079,6001.203342434287,3666.0
3166250,2011/06/16 06:54:51.92,38.80622,-122.79649,3.772,0.71,ML,8146.644733690591,4810.733147262321,3772.0
3166251,2011/06/16 06:55:37.05,38.8202,-122.80963,3.547,1.31,ML,6247.530516434081,4523.721363286492,3547.0
3166252,2011/06/16 07:07:30.67,38.82493,-122.85474,2.797,0.94,ML,3110.5059119398265,6921.091033171577,2797.0
3166253,2011/06/16 07:07:36.78,38.8292,-122.85235,2.702,1.04,ML,2923.2552855543677,6440.6193401535675,2702.0
3166254,2011/06/16 07:12:04.36,38.83053,-122.83048,1.382,0.46,ML,4160.844138828009,4995.051403786496,1382.0
3166255,2011/06/16 07:16:23.44,38.83345,-122.79283,2.54,0.75,ML,6242.112247798762,2457.167563514503,2540.0
3166256,2011/06/16 07:20:11.59,38.82775,-122.80407,2.253,0.96,ML,5998.282801748582,3592.335937105576,2253.0
3262223,2011/06/16 07:24:37.60,38.7856,-122.7708,0.914,0.66,ML,11334.783440635932,4847.052104510407,914.0
3166257,2011/06/16 07:38:52.04,38.78658,-122.73333,1.97,1.34,ML,13556.69374505072,2471.894054658942,1970.0
3166258,2011/06/16 07:46:19.81,38.82493,-122.85593,2.56,0.93,ML,3037.5073618791184,6994.089583232286,2560.0
3166259,2011/06/16 07:47:33.52,38.82602,-122.85551,1.805,0.42,ML,2978.047044525841,6883.100877599936,1805.0
3166262,2011/06/16 07:54:42.40,38.82405,-122.80962,3.173,0.92,ML,5947.121592519826,4222.085572984267,3173.0
3166263,2011/06/16 07:59:21.21,38.78753,-122.76383,0.539,1.32,ML,11611.444260027865,4268.587051758869,539.0
3166264,2011/06/16 08:10:49.51,38.84426,-122.82477,2.852,0.64,ML,3437.598398171664,3571.264955822149,2852.0
3312528,2011/06/16 08:25:14.29,38.76033,-122.72523,0.0,0.93,ML,16105.99979412248,4027.43832979015,0.0
3166266,2011/06/16 08:36:26.69,38.8236,-122.80445,2.461,0.97,ML,6299.450985059455,3940.125043145381,2461.0
3312529,2011/06/16 08:59:15.36,38.75897,-122.7124,1.102,1.61,ML,16999.36975205897,3346.7387124608426,1102.0
3166267,2011/06/16 09:19:06.76,38.82147,-122.81498,2.938,0.46,ML,5820.04547372274,4752.609837931907,2938.0
3166269,2011/06/16 09:46:14.72,38.83595,-122.75951,2.544,0.14,ML,8090.602586451078,217.73909874793506,2544.0
3312530,2011/06/16 09:51:29.14,38.83692,-122.80087,2.844,0.42,ML,5477.6009004671105,2679.0567917990675,2844.0
3166270,2011/06/16 09:55:58.39,38.83058,-122.78743,3.41,0.86,ML,6797.764656835222,2350.312123257843,3410.0
3166271,2011/06/16 09:59:06.27,38.83265,-122.8014,1.39,1.83,ML,5778.950100898087,3045.4299107715597,1390.0
3166272,2011/06/16 10:04:40.86,38.79595,-122.797,4.585,1.39,ML,8918.346551847639,5645.005151184945,4585.0
3166273,2011/06/16 10:04:56.61,38.83373,-122.86173,1.956,0.55,ML,1993.6650075192226,6661.82973366864,1956.0
3166274,2011/06/16 10:08:54.66,38.79213,-122.75545,1.479,1.01,ML,11765.838200398786,3394.866959336525,1479.0
3166275,2011/06/16 10:09:34.24,38.82492,-122.79812,3.628,0.93,ML,6584.546531434972,3448.6141661813876,3628.0
3166276,2011/06/16 10:12:45.35,38.8174,-122.81023,2.232,0.76,ML,6429.649875430522,4779.4527055385,2232.0
3262224,2011/06/16 10:17:24.15,38.81492,-122.81585,3.015,0.67,ML,6278.805731073371,5318.107471001104,3015.0
3312531,2011/06/16 10:17:27.48,38.79207,-122.74112,1.118,0.89,ML,12649.579224613906,2520.508450147801,1118.0
3166278,2011/06/16 10:18:16.48,38.82012,-122.80895,3.601,1.22,ML,6295.498983629598,4488.2629161261675,3601.0
3166279,2011/06/16 10:19:13.12,38.8045,-122.78294,0.0,0.75,ML,9112.329426661245,4114.013885059448,0.0
3262225,2011/06/16 10:23:02.48,38.82957,-122.78647,3.049,0.56,ML,6935.6237449147175,2370.3920381287803,3049.0
3166280,2011/06/16 10:30:32.58,38.79368,-122.79906,4.217,1.74,ML,8969.465223182477,5948.85829836151,4217.0
3166281,2011/06/16 10:33:24.85,38.79625,-122.81171,3.84,1.06,ML,7992.5300362141525,6523.909091684233,3840.0
3166282,2011/06/16 10:35:07.11,38.8384,-122.7972,2.683,0.7,ML,5587.013197258232,2338.2091243479726,2683.0
3166283,2011/06/16 10:50:25.30,38.81782,-122.80962,3.903,0.55,ML,6434.230497658796,4709.194478123237,3903.0
3166284,2011/06/16 11:12:53.03,38.8213,-122.7942,4.386,0.98,ML,7108.051546707296,3491.1875575226945,4386.0
3166285,2011/06/16 11:15:41.93,38.77762,-122.73752,0.314,0.95,ML,14000.226358849484,3429.4836848552145,314.0
3166286,2011/06/16 11:43:16.57,38.81612,-122.78965,3.652,0.54,ML,7792.1755485375,3617.0873530024023,3652.0
3262226,2011/06/16 11:43:45.51,38.80597,-122.80323,3.979,0.64,ML,7752.737667381983,5243.7340261825775,3979.0
3166288,2011/06/16 11:47:24.43,38.83902,-122.81345,2.744,0.5,ML,4541.707929710581,3286.5617366195365,2744.0
3312532,2011/06/16 11:49:12.30,38.83949,-122.79771,2.938,0.29,ML,5470.503592882631,2284.2697057379464,2938.0
3166290,2011/06/16 11:52:48.44,38.82957,-122.85484,2.794,1.24,ML,2741.580998968637,6564.4347840748605,2794.0
3166291,2011/06/16 11:53:13.20,38.81958,-122.80972,3.495,1.15,ML,6290.485945328,4577.718589668659,3495.0
3166293,2011/06/16 11:55:00.15,38.82505,-122.85502,2.862,1.65,ML,3083.9472674879476,6928.884647570667,2862.0
3166296,2011/06/16 12:07:23.94,38.8196,-122.78525,3.884,1.11,ML,7789.993218028691,3075.0838119591685,3884.0
3262227,2011/06/16 12:19:02.13,38.82523,-122.78498,1.072,0.19,ML,7366.359584256292,2618.3247857220254,1072.0
3166297,2011/06/16 12:32:16.21,38.81513,-122.81087,3.75,1.53,ML,6567.876060284242,4996.198339196182,3750.0
3166298,2011/06/16 12:42:14.99,38.79923,-122.77237,4.313,0.86,ML,10172.777097422406,3877.6637841472316,4313.0
3166300,2011/06/16 13:07:51.91,38.8253,-122.79393,3.789,1.67,ML,6811.863742048156,3161.874360398811,3789.0
3166301,2011/06/16 13:14:54.93,38.82495,-122.7853,1.061,0.75,ML,7368.622257117011,2659.8471829855966,1061.0
3262228,2011/06/16 13:35:01.96,38.83353,-122.80005,1.7,0.38,ML,5792.9584718636015,2893.8113194133584,1700.0
3166302,2011/06/16 13:45:17.50,38.8213,-122.78667,1.434,0.69,ML,7569.966741631745,3029.2723625982453,1434.0
3166303,2011/06/16 13:51:14.78,38.77447,-122.72044,1.253,0.98,ML,15294.261273296222,2628.0308093125673,1253.0
3166304,2011/06/16 14:02:14.91,38.81753,-122.79722,3.303,1.75,ML,7217.562069273668,3971.211729137608,3303.0
3166305,2011/06/16 14:24:21.76,38.7963,-122.77292,4.5,1.72,ML,10368.128013666777,4140.492351709058,4500.0
3262229,2011/06/16 14:32:13.60,38.79177,-122.78864,2.33,0.64,ML,9758.000975287963,5458.999274607943,2330.0
3166306,2011/06/16 14:44:40.93,38.79328,-122.71907,1.705,1.41,ML,13907.592390401875,1073.2812313203049,1705.0
3312535,2011/06/16 14:50:13.89,38.8181,-122.77245,3.75,0.65,ML,8692.469143914894,2407.1707617417387,3750.0
3166307,2011/06/16 15:01:17.41,38.83695,-122.80309,2.712,0.69,ML,5339.073102689093,2812.8933320633314,2712.0
3166308,2011/06/16 15:09:03.17,38.79382,-122.79823,3.994,1.02,ML,9009.433910735897,5886.997075746502,3994.0
3166309,2011/06/16 15:32:20.97,38.80395,-122.79784,4.026,0.95,ML,8241.317161785862,5071.032537679564,4026.0
3166310,2011/06/16 15:57:24.73,38.81512,-122.81451,3.463,1.01,ML,6345.368253996696,5220.269897988684,3463.0
3312536,2011/06/16 16:33:54.75,38.83923,-122.76915,3.053,0.35,ML,7242.7975769061095,552.6332868299568,3053.0
3166311,2011/06/16 16:38:25.54,38.80112,-122.78997,0.0,1.58,ML,8945.360064679937,4809.531593547693,0.0
3262231,2011/06/16 16:39:47.13,38.80493,-122.7826,0.61,0.69,ML,9099.565476403797,4059.5364776249507,610.0
3166312,2011/06/16 16:59:54.27,38.80198,-122.79262,0.0,0.73,ML,8715.55891063333,4904.850032210409,0.0
3166313,2011/06/16 17:46:13.88,38.81593,-122.82574,3.098,1.55,ML,5593.1508009393865,5845.823398184655,3098.0
3166314,2011/06/16 17:53:13.90,38.82472,-122.85508,2.434,1.04,ML,3106.0685846483275,6958.367163057128,2434.0
3262234,2011/06/16 18:10:52.05,38.74952,-122.71695,0.0,0.82,ML,17459.130707241286,4364.723873991908,0.0
3166316,2011/06/16 18:20:03.09,38.7967,-122.76338,4.548,0.85,ML,10922.068230453939,3524.0020347437044,4548.0
3166317,2011/06/16 18:22:07.38,38.82508,-122.79162,4.262,0.74,ML,6970.76808736324,3037.3725701816215,4262.0
3262235,2011/06/16 18:40:38.92,38.83377,-122.7819,2.397,0.5,ML,6887.574688540449,1761.6650426298186,2397.0
3166318,2011/06/16 18:45:57.28,38.81698,-122.81015,3.986,1.67,ML,6467.396143575027,4807.384042580985,3986.0
3166319,2011/06/16 18:48:20.46,38.81765,-122.78561,1.25,0.58,ML,7920.3754922369535,3249.6332761204217,1250.0
3166321,2011/06/16 19:11:20.50,38.85053,-122.84535,2.345,0.56,ML,1684.916475203229,4343.474058495046,2345.0
3262236,2011/06/16 19:16:16.53,38.79453,-122.7591,4.728,0.67,ML,11354.284784129648,3431.1197745354043,4728.0
3166322,2011/06/16 19:22:02.28,38.83128,-122.78322,1.369,1.01,ML,7001.288693764878,2037.3254110157961,1369.0
3262237,2011/06/16 19:39:13.80,38.8319,-122.81573,2.994,0.61,ML,4958.541053113637,3983.120396390953,2994.0
3166323,2011/06/16 19:44:33.12,38.78435,-122.73122,1.614,0.78,ML,13860.486553187538,2516.818055015927,1614.0
3166324,2011/06/16 19:53:45.26,38.82327,-122.82365,2.44,1.12,ML,5147.461169305152,5143.7186915465245,2440.0
3166325,2011/06/16 19:59:22.32,38.81703,-122.81145,3.556,1.19,ML,6383.7404471209475,4883.220976512513,3556.0
3166326,2011/06/16 20:06:57.37,38.80833,-122.80901,2.721,0.53,ML,7213.650485845181,5413.775616667829,2721.0
3166327,2011/06/16 20:10:26.95,38.82135,-122.81145,3.178,1.26,ML,6045.969906157938,4545.450435549502,3178.0
